ID,Marital Status,Application Mode,Application Order,Course,Daytime/Evening Attendance,Previous Qualification,Previous Qualification Grade,Nationality,Mother's Qualification,Father's Qualification,Mother's Occupation,Father's Occupation,Admission Grade,Displaced,Educational Special Needs,Debtor,Tuition Fees Up to Date,Gender,Scholarship Holder,Age at Enrollment,International Student,Curricular Units 1st Sem Credited,Curricular Units 1st Sem Enrolled,Curricular Units 1st Sem Evaluations,Curricular Units 1st Sem Approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Student Status
1734,Married,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,140.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Higher Education - Degree,Unskilled Workers,Armed Forces Professions,172.0,No,No,No,Yes,Male,No,44,No,5,11,21,9,12.333333333333334,0,8,11,16,9,11.0,0,12.4,0.5,1.79,Enrolled
1735,Single,1st phase - general contingent,1,Management,Daytime,Secondary education,118.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,111.0,No,No,No,No,Male,No,21,No,0,5,7,2,11.0,0,0,5,9,3,11.428571428571429,0,10.8,1.4,1.74,Dropout
1736,Single,Technological specialization diploma holders,1,Communication Design,Daytime,Technological specialization course,120.0,Portuguese,Higher Education - Bachelor's Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Installation and Machine Operators and Assembly Workers,120.0,No,No,No,Yes,Male,No,21,No,2,7,10,6,13.428571428571429,0,5,9,9,8,13.125,0,16.2,0.3,-0.92,Graduate
1737,Single,1st phase - general contingent,6,Nursing,Daytime,Secondary education,151.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",129.8,Yes,No,No,Yes,Male,No,18,No,0,8,10,8,13.05375,2,0,8,10,8,13.05375,2,9.4,-0.8,-3.12,Graduate
1738,Single,1st phase - general contingent,5,Nursing,Daytime,Secondary education,130.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Unskilled Workers,Armed Forces Professions,118.1,Yes,No,No,Yes,Male,No,18,No,0,7,10,6,12.035714285714286,0,0,8,9,7,13.75,0,13.9,-0.3,0.79,Enrolled
1739,Single,Over 23 years old,1,Agronomy,Daytime,Secondary education,140.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,130.0,No,No,No,Yes,Male,No,27,No,0,6,6,6,14.166666666666666,0,0,6,7,6,13.833333333333334,0,11.1,0.6,2.02,Graduate
1740,Married,Over 23 years old,1,Communication Design,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Armed Forces Professions,126.3,No,No,No,No,Male,No,38,No,0,6,6,0,0.0,0,0,6,8,0,0.0,0,10.8,1.4,1.74,Dropout
1741,Single,3rd phase - general contingent,1,Equinculture,Daytime,Secondary education,146.0,Portuguese,Higher Education - Degree,Higher Education - Degree,"Personal Services, Security and Safety Workers and Sellers",Specialists in Intellectual and Scientific Activities,137.8,No,No,No,Yes,Male,No,18,No,0,6,11,5,13.6,0,0,6,13,3,12.666666666666666,0,13.9,-0.3,0.79,Dropout
1742,Single,2nd phase - general contingent,4,Tourism,Daytime,Secondary education,122.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Specialists in Intellectual and Scientific Activities,116.1,Yes,No,No,Yes,Male,No,19,No,0,6,7,5,12.2,0,0,6,12,2,12.0,0,7.6,2.6,0.32,Enrolled
1743,Single,1st phase - general contingent,1,Equinculture,Daytime,Secondary education,121.0,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,Unskilled Workers,115.4,Yes,No,No,Yes,Male,No,18,No,0,6,8,6,13.714285714285714,0,0,6,7,5,13.333333333333334,0,15.5,2.8,-4.06,Dropout
1744,Single,Change of course,1,Journalism and Communication,Daytime,Secondary education,127.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",110.0,No,No,Yes,No,Male,No,19,No,0,6,10,3,11.666666666666666,0,0,6,11,2,10.0,0,16.2,0.3,-0.92,Dropout
1745,Single,Over 23 years old,1,Advertising and Marketing Management,Daytime,Secondary education,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Other Situation,Other Situation,97.4,No,No,Yes,No,Male,No,44,No,0,6,9,1,14.0,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Dropout
1746,Single,Technological specialization diploma holders,1,Veterinary Nursing,Daytime,Technological specialization course,130.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,130.0,Yes,Yes,No,Yes,Male,No,26,No,2,6,20,4,12.5,0,1,6,16,3,10.0,0,15.5,2.8,-4.06,Dropout
1747,Single,Change of course,1,Equinculture,Daytime,Secondary education,156.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Administrative staff,156.0,No,No,Yes,No,Male,No,24,No,0,6,11,5,11.833333333333334,0,0,6,11,4,11.5,0,15.5,2.8,-4.06,Dropout
1748,Single,Over 23 years old,1,Agronomy,Daytime,Secondary education,130.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",126.1,Yes,No,No,No,Male,No,27,No,0,6,6,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout
1749,Single,Over 23 years old,1,Agronomy,Daytime,Secondary education,110.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Administrative staff,120.0,No,No,Yes,No,Male,No,27,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout
1750,Single,Change of course,1,Communication Design,Daytime,Secondary education,108.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",105.2,Yes,No,No,Yes,Male,No,25,No,11,17,18,13,11.538461538461538,0,10,15,15,10,12.4,0,12.7,3.7,-1.7,Dropout
1751,Single,Technological specialization diploma holders,1,Agronomy,Daytime,Secondary education,120.0,Portuguese,Higher Education - Degree,Higher Education - Bachelor's Degree,Specialists in Intellectual and Scientific Activities,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",120.0,Yes,No,No,Yes,Male,No,21,No,4,9,14,7,11.285714285714286,2,2,8,15,4,12.25,0,12.7,3.7,-1.7,Enrolled
1752,Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,150.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,137.8,Yes,No,No,Yes,Male,Yes,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate
1753,Single,2nd phase - general contingent,2,Communication Design,Daytime,Secondary education,152.0,Portuguese,Technological specialization course,Technological specialization course,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,134.2,Yes,No,No,Yes,Male,No,20,No,0,6,7,5,11.8,0,0,6,9,4,12.0,0,15.5,2.8,-4.06,Enrolled
1754,Single,Technological specialization diploma holders,1,Informatics Engineering,Daytime,Technological specialization course,150.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Higher Education - Degree,"Personal Services, Security and Safety Workers and Sellers",Specialists in Intellectual and Scientific Activities,150.0,No,No,No,Yes,Male,No,20,No,0,5,16,0,0.0,0,0,5,12,2,10.5,0,12.7,3.7,-1.7,Enrolled
1755,Single,2nd phase - general contingent,5,Informatics Engineering,Daytime,Secondary education,123.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Unskilled Workers,116.0,Yes,No,Yes,No,Male,No,20,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout
1756,Single,1st phase - general contingent,1,Informatics Engineering,Daytime,Secondary education,150.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,143.4,No,No,No,No,Male,Yes,18,No,0,5,5,5,14.2,0,0,5,5,5,14.2,0,8.9,1.4,3.51,Enrolled
1757,Single,2nd phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,145.0,Portuguese,Higher Education - Master's,Higher Education - Master's,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,143.6,No,No,Yes,Yes,Male,No,19,No,5,12,12,10,12.7,0,4,11,16,10,12.272727272727272,0,8.9,1.4,3.51,Enrolled
1758,Single,Technological specialization diploma holders,1,Equinculture,Daytime,Technological specialization course,150.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,Installation and Machine Operators and Assembly Workers,150.0,Yes,No,No,No,Female,No,22,No,1,6,10,3,12.666666666666666,0,0,6,7,0,0.0,0,15.5,2.8,-4.06,Dropout
1759,Single,1st phase - general contingent,4,Advertising and Marketing Management,Daytime,Secondary education,125.0,Portuguese,Higher Education - Master's,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers and Sellers",118.0,Yes,No,No,Yes,Female,No,19,No,0,6,7,6,14.428571428571429,0,0,6,8,6,15.0,2,16.2,0.3,-0.92,Graduate
1760,Single,1st phase - general contingent,4,Nursing,Daytime,Secondary education,117.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",109.3,Yes,No,No,Yes,Female,Yes,18,No,0,7,7,7,13.117142857142856,0,0,8,9,7,12.6,0,11.1,0.6,2.02,Graduate
1761,Single,1st phase - general contingent,2,Social Service,Daytime,Secondary education,121.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Cleaning workers,"Skilled construction workers and the like, except electricians",119.3,Yes,No,Yes,Yes,Female,No,20,No,0,6,7,6,12.666666666666666,0,0,6,7,6,11.833333333333334,0,8.9,1.4,3.51,Graduate
1762,Single,2nd phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,140.0,Brazilian,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",146.3,Yes,No,No,Yes,Female,Yes,18,Yes,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Dropout
1763,Single,Over 23 years old,1,Journalism and Communication,Daytime,Secondary education,130.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Intermediate Level Technicians and Professions,161.5,No,No,No,Yes,Male,No,36,No,0,6,7,6,15.285714285714286,0,0,6,6,6,16.5,0,10.8,1.4,1.74,Graduate
1764,Single,International student (bachelor),1,Management,Daytime,Secondary education,140.0,Santomean,Basic education 1st cycle (4th/5th year) or equiv.,Higher Education - Bachelor's Degree,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Administrative staff,140.0,No,No,Yes,Yes,Male,No,19,Yes,0,5,12,3,10.5,0,0,5,8,4,11.25,0,12.4,0.5,1.79,Graduate
1765,Single,Short cycle diploma holders,1,Management,Daytime,Professional higher technical course,140.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",142.2,No,No,No,Yes,Male,Yes,21,No,6,11,11,11,12.636363636363637,0,3,9,11,9,12.6,0,8.9,1.4,3.51,Graduate
1766,Single,1st phase - general contingent,1,Management,Daytime,Secondary education,140.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,129.2,Yes,No,No,Yes,Female,No,26,No,0,5,6,0,0.0,0,0,5,0,0,0.0,0,15.5,2.8,-4.06,Dropout
1767,Single,Over 23 years old,1,Agronomy,Daytime,Secondary education,140.0,Brazilian,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,100.0,No,No,Yes,No,Female,No,29,Yes,3,9,9,3,14.333333333333334,0,1,7,8,1,14.0,0,15.5,2.8,-4.06,Dropout
1768,Single,Technological specialization diploma holders,1,Tourism,Daytime,Technological specialization course,170.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Higher Education - Bachelor's Degree,Unskilled Workers,Intermediate Level Technicians and Professions,170.0,No,No,No,No,Male,No,26,No,2,8,14,8,15.125,0,1,6,12,6,13.666666666666666,0,11.1,0.6,2.02,Enrolled
1769,Single,Holders of other higher courses,1,Nursing,Daytime,Higher education - degree,140.0,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",140.0,No,No,No,Yes,Male,No,27,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.4,0.5,1.79,Dropout
1770,Single,Change of institution/course,1,Management,Daytime,Secondary education,116.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,115.2,No,No,Yes,Yes,Male,No,32,No,2,7,16,3,12.0,0,3,8,10,3,10.333333333333334,0,8.9,1.4,3.51,Enrolled
1771,Single,1st phase - special contingent (Madeira Island),3,Basic Education,Daytime,Secondary education,134.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",121.4,Yes,No,No,Yes,Female,Yes,23,No,0,6,10,4,14.25,1,0,6,8,5,12.0,0,7.6,2.6,0.32,Enrolled
1772,Single,Over 23 years old,1,Management,Daytime,Secondary education,133.1,Brazilian,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,134.8,No,No,No,Yes,Female,No,24,Yes,0,5,12,2,10.5,0,0,5,9,4,10.0,2,16.2,0.3,-0.92,Enrolled
1773,Single,1st phase - general contingent,2,Journalism and Communication,Daytime,Secondary education,140.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,136.9,Yes,No,No,Yes,Female,Yes,19,No,0,6,7,6,13.5,0,0,6,7,6,14.428571428571429,0,16.2,0.3,-0.92,Graduate
1774,Single,Transfer,1,Agronomy,Daytime,Secondary education,140.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Administrative staff,140.0,Yes,No,No,Yes,Male,No,25,No,0,6,14,5,11.666666666666666,0,0,6,11,4,12.0,0,15.5,2.8,-4.06,Enrolled
1775,Single,2nd phase - general contingent,6,Tourism,Daytime,Secondary education,108.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",112.2,Yes,No,No,Yes,Male,No,19,No,0,6,13,5,10.8,0,0,6,12,3,10.0,0,9.4,-0.8,-3.12,Enrolled
1776,Single,1st phase - general contingent,3,Journalism and Communication,Daytime,Secondary education,149.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Student,Student,148.7,No,No,No,No,Male,No,20,No,0,4,4,0,0.0,0,0,4,8,0,0.0,0,10.8,1.4,1.74,Dropout
1777,Married,1st phase - general contingent,1,Tourism,Daytime,Secondary education,140.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",133.0,No,No,No,Yes,Male,No,33,No,3,9,11,9,12.8,0,2,7,9,7,11.428571428571429,0,12.7,3.7,-1.7,Graduate
1778,Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,140.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Other - 11th Year of Schooling,Unskilled Workers,Unskilled Workers,150.0,No,No,Yes,Yes,Male,No,35,No,0,5,6,5,10.8,0,0,5,7,5,12.0,2,9.4,-0.8,-3.12,Dropout
1779,Single,1st phase - general contingent,1,Management,Daytime,Secondary education,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",98.0,Yes,No,No,Yes,Male,No,23,No,0,5,8,4,11.4,0,0,5,7,4,11.0,0,11.1,0.6,2.02,Graduate
1780,Single,1st phase - general contingent,1,Nursing,Daytime,Secondary education,125.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,122.4,Yes,No,No,Yes,Male,No,19,No,0,7,7,7,13.725714285714286,0,0,8,8,8,14.5,0,11.1,0.6,2.02,Graduate
1781,Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Armed Forces Professions,139.0,No,No,No,Yes,Male,No,21,No,0,6,6,5,12.8,0,0,6,9,5,12.25,0,10.8,1.4,1.74,Enrolled
1782,Single,1st phase - general contingent,5,Communication Design,Daytime,Secondary education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,112.0,Yes,No,No,Yes,Male,Yes,21,No,0,6,6,6,13.5,0,0,6,6,6,11.166666666666666,0,11.1,0.6,2.02,Graduate
1783,Single,Over 23 years old,1,Nursing,Daytime,Secondary education,130.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Intermediate Level Technicians and Professions,"Skilled Workers in Industry, Construction and Craftsmen",143.8,No,No,No,Yes,Male,No,27,No,0,8,8,7,15.57,0,0,8,8,7,15.57,0,10.8,1.4,1.74,Dropout
1784,Single,2nd phase - general contingent,3,Management,Daytime,Secondary education,122.0,Portuguese,Higher Education - Degree,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Teachers,"Skilled construction workers and the like, except electricians",116.1,Yes,No,Yes,Yes,Male,No,19,No,0,5,10,4,11.0,0,0,5,13,2,12.0,0,8.9,1.4,3.51,Enrolled
1785,Single,Holders of other higher courses,2,Nursing,Daytime,Higher education - degree,140.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,138.0,No,No,No,Yes,Male,No,28,No,0,7,7,7,14.114285714285714,0,0,8,9,8,15.91111111111111,0,16.2,0.3,-0.92,Dropout
1786,Single,Change of course,1,Management,Daytime,Secondary education,123.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",110.0,No,No,No,Yes,Male,No,25,No,0,5,12,3,11.0,1,0,5,12,4,11.5,0,9.4,-0.8,-3.12,Enrolled
1787,Married,Over 23 years old,1,Social Service,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Administrative staff,103.5,No,No,No,Yes,Male,No,42,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
1788,Single,Holders of other higher courses,1,Management (evening attendance),Evening,Higher education - degree,140.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,140.0,No,No,No,Yes,Male,No,27,No,0,5,6,4,13.5,0,0,5,6,4,13.75,0,7.6,2.6,0.32,Graduate
1789,Single,1st phase - general contingent,1,Communication Design,Daytime,Secondary education,116.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Student,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",108.7,Yes,No,No,Yes,Male,No,23,No,0,6,9,4,11.25,1,0,6,10,0,0.0,4,7.6,2.6,0.32,Dropout
1790,Single,2nd phase - general contingent,3,Tourism,Daytime,Secondary education,118.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,115.9,Yes,No,No,Yes,Male,Yes,18,No,0,6,7,6,12.142857142857142,0,0,6,8,6,11.333333333333334,0,8.9,1.4,3.51,Graduate
1791,Married,Over 23 years old,1,Nursing,Daytime,Secondary education,140.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Administrative staff,127.3,No,No,No,Yes,Male,No,26,No,0,8,8,7,13.075714285714286,0,0,8,8,7,13.075714285714286,0,10.8,1.4,1.74,Graduate
1792,Single,1st phase - general contingent,4,Management,Daytime,Secondary education,146.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Armed Forces Professions,138.7,No,No,No,Yes,Male,No,18,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout
1793,Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,150.0,Portuguese,Higher Education - Degree,Higher Education - Doctorate,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,135.8,No,No,Yes,Yes,Male,No,29,No,1,5,9,3,11.0,0,0,5,11,2,13.5,0,12.7,3.7,-1.7,Dropout
1794,Single,2nd phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,137.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",134.6,Yes,No,No,Yes,Male,No,22,No,0,6,16,0,0.0,0,0,6,7,0,0.0,0,16.2,0.3,-0.92,Dropout
1795,Single,Change of course,1,Nursing,Daytime,Secondary education,136.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled workers in printing, precision instrument manufacturing, jewelers, artisans and the like",Vehicle drivers and mobile equipment operators,118.4,Yes,No,No,Yes,Female,No,21,No,0,7,12,4,13.125,0,0,7,8,6,12.333333333333334,0,13.9,-0.3,0.79,Enrolled
1796,Single,1st phase - general contingent,3,Nursing,Daytime,Secondary education,134.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers,132.8,Yes,No,No,Yes,Female,Yes,19,No,0,8,8,7,13.512857142857142,0,0,8,8,7,13.512857142857142,0,10.8,1.4,1.74,Graduate
1797,Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,160.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",155.5,Yes,No,No,Yes,Female,Yes,18,No,0,6,7,6,12.833333333333334,0,0,6,6,6,12.166666666666666,0,10.8,1.4,1.74,Graduate
1798,Single,1st phase - general contingent,3,Veterinary Nursing,Daytime,Secondary education,126.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,132.0,Yes,No,No,Yes,Female,Yes,18,No,0,5,8,3,15.0,2,0,5,9,3,11.666666666666666,0,9.4,-0.8,-3.12,Dropout
1799,Single,Over 23 years old,1,Agronomy,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,Unskilled Workers,110.0,No,No,Yes,No,Female,No,40,No,0,6,12,5,12.8,0,0,6,16,3,13.333333333333334,0,11.1,0.6,2.02,Dropout
1800,Single,2nd phase - general contingent,3,Tourism,Daytime,Secondary education,114.0,Santomean,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Higher Education - Degree,Unskilled Workers,Intermediate Level Technicians and Professions,127.3,Yes,No,Yes,No,Female,No,20,Yes,0,6,14,3,12.333333333333334,0,0,6,16,0,0.0,0,10.8,1.4,1.74,Dropout
1801,Single,1st phase - general contingent,3,Nursing,Daytime,Secondary education,139.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",126.0,Yes,No,No,Yes,Male,No,18,No,0,8,15,5,12.288,1,0,8,15,5,12.288,1,10.8,1.4,1.74,Dropout
1802,Single,Change of course,2,Social Service (evening attendance),Evening,Higher education - degree,130.0,Portuguese,Unknown,Unknown,Student,Student,130.0,No,No,No,Yes,Male,No,31,No,8,12,21,12,12.333333333333334,0,6,10,13,7,13.285714285714286,2,7.6,2.6,0.32,Graduate
1803,Single,1st phase - general contingent,2,Management,Daytime,Secondary education,131.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,118.8,No,No,No,Yes,Male,Yes,18,No,0,5,9,4,11.5,0,0,5,5,5,12.8,0,12.4,0.5,1.79,Graduate
